company_name,report_url,year
Jaguar Land Rover,https://media.jlrms.com/2022-08-17/pdf/fc7997d8-3f60-4605-b6d8-22b6cfa54e9a/Jaguar%20Land%20Rover%20Annual%20Report%20FY2022.pdf?VersionId=kTEGFM.Pj3mRmGd05pCX9CZxWEx6R2Bj,2021
JBS,https://jbs.com.br/wp-content/uploads/2022/08/-sustainability-in-report-jbs-2021.pdf,2021
JD Sports Fashion PLC,https://www.jdplc.com/sites/jd-sportsfashion-plc/files/2022-06/final-annual-report-2022.pdf,2021
"JinkoSolar Holding Co., Ltd","https://jinkosolarcdn.shwebspace.com/uploads/7.8%20JinkoSolar%20Co.,%20Ltd.%20Environmental,%20Social%20and%20Governance(ESG)%20Report%202021.pdf",2021
John Lewis Partnership,https://www.johnlewispartnership.co.uk/content/dam/cws/pdfs/Juniper/ARA-2022/John-Lewis-Partnership-plc-Annual-Report-and-Accounts-2022.pdf,2021
Johnson & Johnson,https://healthforhumanityreport.jnj.com/reporting-hub/esg-performance-data,2021
Johnson Controls,https://www.johnsoncontrols.com/-/media/jci/corporate-sustainability/reporting-and-policies/2022/report/hq2203001_2022-sustainability-report_5_12-04-2022_web.pdf?la=en&hash=85D087FAAE043DB40DDEFBFC3C284C8BA16D275E,2021
Johnson Matthey Plc,https://matthey.com/documents/161599/486048/Johnson+Matthey+-+Annual+Report+and+Accounts+2022.pdf/6e0c0d7d-7f21-0e5f-7746-fc46b1f16fc2?t=1655145102904,2021
Jungheinrich AG,https://media-live2.prod.scw.jungheinrichcloud.com/resource/blob/935524/a05be293fa008c1af7edae272f3c5bd1/annual-report-2021-data.pdf,2021
KAO Corporation,https://www.kao.com/content/dam/sites/kao/www-kao-com/global/en/sustainability/pdf/sustainability2022-e-all.pdf,2021
Kesko Corporation,https://www.kesko.fi/globalassets/03-sijoittaja/raporttikeskus/2022/q1/kesko_annual_report_2021_sustainability.pdf,2021
Kier Group plc,https://www.kier.co.uk/media/6966/kier-2021-ara-final.pdf,2021
Kingfisher,https://www.kingfisher.com/content/dam/kingfisher/Corporate/Images/Other/2022/Kingfisher-plc-2021-22-Annual-Report.pdf.downloadasset.pdf,2021
Kirin Holdings Co Ltd,https://www.kirinholdings.com/en/investors/files/pdf/environmental2021e.pdf,2020
Klöckner & Co,https://www.kloeckner.com/en/sustainability/kloeckner-takes-action-2040.html,2020
Koninklijke Ahold Delhaize N.V.,https://www.aholddelhaize.com/sustainability/climate-impact/,2021
Koninklijke KPN NV (Royal KPN),https://ir.kpn.com/download/companies/koninkpnnv/Results/KPN_Integrated_Annual_Report_2021.pdf,2021
KPMG UK LLP,https://assets.kpmg/content/dam/kpmg/uk/pdf/2022/02/uk-members-report-and-financial-statements-2021.pdf,2021
La Poste SA,https://le-groupe-laposte.cdn.prismic.io/le-groupe-laposte/98e7b361-d528-492a-b360-b3e4d06054af_GLP_2021_RSE_+EN+-+ecobook.pdf,2021
Lendlease,https://www.lendlease.com/us/-/media/llcom/sustainability-2019/data-and-basis-of-preparations/global-sustainability-framework--fy21-environmental-data-and-summary-basis-of-preparation.pdf,2021
Lenzing AG,https://www.lenzing.com/?type=88245&tx_filedownloads_file%5bfileName%5d=fileadmin/content/PDF/04_Nachhaltigkeit/Nachhaltigkeitsberichte/EN/NHB_2021_EN.pdf,2021
Levi Strauss & Co.,https://www.levistrauss.com/wp-content/uploads/2021/09/LSCo.-2020-Sustainability-Report.pdf,2020
Logitech,https://www.logitech.com/content/dam/logitech/en/sustainability/pdf/resources/fy22-impact-report-portrait.pdf,2021
Lojas Renner S.A.,https://www.lojasrennersa.com.br/en/wp-content/uploads/2022/09/Annual-report-2021.pdf,2021
Lundbeck A/S,https://www.lundbeck.com/content/dam/lundbeck-com/masters/global-site/pdf/Sustainability_Report_2021.pdf.coredownload.pdf,2021
Mace,https://mc-1bee7015-25f8-4470-9de6-1841-cdn-endpoint.azureedge.net/-/media/Mace%20Dotcom%20/Files/About%20Us/Financial/2020/Mace%20ESG%202020%20report,2020
ManpowerGroup Inc.,https://resources.manpowergroup.com/story/working-to-change-the-world-2021/page/7/7?_ga=2.194712169.551560003.1658178625-258072508.1658178625,2020
Marks and Spencer Group plc,https://corporate.marksandspencer.com/msar2022/sustainabilityreport2022.pdf,2021
Marriott International,http://serve360.marriott.com/wp-content/uploads/2021/09/2021_Serve_360_Report.pdf,2020
"Mars, Incorporated",https://www.mars.com/sites/g/files/jydpyr316/files/2022-05/CDP_Climate_Change_Questionnaire_2021_FINAL.pdf,2020
Mastercard,https://www.mastercard.com/content/dam/public/mastercardcom/na/global-site/documents/mastercard-sustainability-report-2021.pdf,2021
McDonald's Corporation,"https://corporate.mcdonalds.com/corpmcd/our-purpose-and-impact/our-planet/climate-action.html#:~:text=Our%20Performance,-The%20figures%20below&text=McDonald's%20has%20committed%20to%20evolve,our%20global%20operations%20by%202050.",2021
"Meiji Holdings Co., Ltd.",https://www.meiji.com/global/sustainability/esg/pdf/esg.pdf,2021
Mettler-Toledo International Inc.,https://www.mt.com/dam/sustainability/crr-2022/METTLER_TOLEDO-Corporate_Responsibility_Report_H_2022.pdf,2021
Michelin,https://www.michelin.com/wp-content/uploads/sites/2/2022/04/Michelin_2021_DEU_US.pdf,2021
Microsoft Corporation,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4RwfV,2021
Mitie,https://www.mitie.com/wp-content/uploads/2022/06/Annual-Report-2022.pdf,2021
"MITSUBISHI ESTATE CO., LTD.",https://mec.disclosure.site/e/sustainability/report/2021/pdf/all_mec_SR2021_en.pdf,2020
Mondi plc,https://www.mondigroup.com/media/15164/mondi-group-consolidated-sustainability-performance-2021.pdf,2021
Morgan Sindall Group,https://d3s3eeezfmyz8l.cloudfront.net/pdfs/MorganSindall_AR21_interactive_220324-v2.pdf,2021
MVV Energie AG,https://www.mvv.de/fileadmin/user_upload/Investoren/en/geschaeftsjahr_2021/Berichte/MVV_Sustainability_Report_2021.pdf,2021
National Grid PLC,https://www.nationalgrid.com/document/146731/download,2021
Natura & Co,https://api.mziq.com/mzfilemanager/v2/d/67c3b7d4-64ea-4c2f-b380-6596a2ac2fbf/a68aa190-1b5d-7378-3b39-544602912bce?origin=2,2020
NEC Corporation,https://www.nec.com/en/global/csr/pdf/2021_report.pdf,2021
Nestlé S.A.,https://www.nestle.com/sites/default/files/2022-03/2021-tcfd-report.pdf,2021
Netflix,https://s22.q4cdn.com/959853165/files/doc_downloads/2022/03/30/2021-SASB-Report-FINAL.pdf,2021
Network Rail plc,https://newnetworkrail.wpenginepowered.com/wp-content/uploads/2022/07/Network-Rail-Annual-report-and-accounts-2022.pdf,2021
New World Development Company Limited,https://sustainability.nwd.com.hk/wp-content/uploads/2021/10/New-World-Group-Sustainability-Performance-Data-FY2021_EN.pdf,2021
News Corp,https://newscorp.com/wp-content/uploads/2021/10/News-Corp-2021-ESG-Report.pdf,2020
"NIKE, Inc",https://media.about.nike.com/files/a9da025c-fc41-486c-99df-bfb41bef2d41/FY21_NIKE-Impact-Report.pdf,2021
Nikon Corporation,https://www.nikon.com/about/sustainability/report/data_index2021.pdf,2021
Nomad Foods Ltd.,https://www.nomadfoods.com/wp-content/uploads/2022/05/2021-nomadfoodsreport-v14.pdf,2021
Novartis Pharma AG,https://www.novartis.com/sites/novartis_com/files/novartis-integrated-report-2021.pdf,2021
Novo Nordisk,https://www.novonordisk.com/content/dam/nncorp/global/en/investors/irmaterial/annual_report/2022/novo-nordisk-annual-report-2021.pdf,2021
Novozymes,https://report2021.novozymes.com/PDF/The_Novozymes_Report_2021.pdf,2021
NRG Energy Inc.,https://www.nrg.com/assets/documents/sustainability/20220516_2021_nrg_greenhouse_gas_emissions_report.pdf,2021
NTT Data Corporation,https://www.nttdata.com/global/en/-/media/nttdataglobal/1_files/sustainability/susatainability-report/2021/sr_2021.pdf?la=en,2020
"ONO PHARMACEUTICAL CO., LTD",https://sustainability.ono-pharma.com/en/themes/113,2021
Oracle,https://www.oracle.com/a/ocom/docs/corporate/citizenship/ccr-datasheet.pdf,2021
Orange Group,https://rai2021.orange.com/wp-content/uploads/sites/47/2022/05/orange_integratedannualreport_2021_en.pdf,2021
Origin Enterprises plc,https://originenterprises.com/uploads/Origin_SR_FINAL-website.pdf,2021
Orkla,https://www.orkla.com/wp-content/uploads/sites/3/2022/04/Orkla-TCFD-Report-2021.pdf,2021
Palo Alto Networks,https://www.paloaltonetworks.com/content/dam/pan/en_US/assets/pdf/corporate/panw-fy21-esg-supplement.pdf,2021
Panasonic Corporation,https://holdings.panasonic/global/corporate/sustainability/pdf/sdb2021e.pdf,2021
PayPal,https://s201.q4cdn.com/346340278/files/doc_downloads/PayPal-2021-Global-Impact-Report.pdf,2021
Pearson PLC,https://plc.pearson.com/sites/pearson-corp/files/pearson/annual-report-2021/pdf/pearson-annual-report-2021.pdf,2021
Pernod Ricard,https://www.pernod-ricard.com/sites/default/files/inline-files/CDP%20Climate%20Response%202021.pdf,2020
Persimmon plc,https://www.persimmonhomes.com/corporate/media/525pv30b/sustainability-report-2021.pdf,2021
Pfizer Inc.,https://cdn.pfizer.com/pfizercom/2020_KPI_Table_Charts_Final.pdf,2020
Philip Morris International,https://pmidotcom3-prd.s3.amazonaws.com/docs/default-source/pmi-sustainability/pmi-integrated-report-2021.pdf?sfvrsn=646e6ab6_4,2021
Philips,https://www.results.philips.com/publications/ar21/downloads/pdf/en/PhilipsFullAnnualReport2021-English.pdf?v=20220726085637,2021
Plastic Omnium SE,https://www.plasticomnium.com/wp-content/uploads/2022/04/plastic-omnium-universal-registration-document-2021-en.pdf,2021
Procter & Gamble,https://s1.q4cdn.com/695946674/files/doc_downloads/esg/2021/frameworks/Environmental-Footprint-Metrics-for-P-G-Operations.pdf,2021
Proximus,https://issuu.com/proximusgroup/docs/proximus-integrated-annual-report-2021_en?fr=sY2NkNjQ3NDUxNTY,2021
Prysmian Group,https://www.prysmiangroup.com/sites/default/files/atoms/files/DNF_ENG%202021_15.03.2022_1.pdf,2021
Publicis Groupe,https://publicis-groupe.publispeak.com/2021-universal-registration-document/page/150/,2021
PUMA SE,https://cdn.about.puma.com/-/media/files/pdf/sustainability/reports/2021/puma_annual_report_2021.pdf?rev=441bbccec50446e4bb3a573d7122a708,2021
Qualcomm Incorporated,https://www.qualcomm.com/content/dam/qcomm-martech/dm-assets/documents/2021-qualcomm-corporate-responsibility-report.pdf,2021
Ralph Lauren,https://corporate.ralphlauren.com/on/demandware.static/-/Sites-RalphLauren_Corporate-Library/default/dw7119005d/documents/2022-RL-GCSReport.pdf,2021
Randstad N.V.,https://www.randstad.com/s3fs-media/rscom/public/2022-02/randstad-annual-report-2021.pdf,2021
Reckitt Benckiser Group plc (RB),https://www.reckitt.com/media/10007/annual-report-2021.pdf,2021
Redrow plc,https://www.redrowplc.co.uk/media/robmw1cp/redrow-annual-report-2021.pdf,2021
Reliance Jio Infocomm Limited,https://www.ril.com/getattachment/57c07cd8-3cba-457b-a972-c02524df79b6/AnnualReport_2020-21.aspx,2021
REMA 1000 NORGE AS,https://cloudfront.rema1000.dk/ansvarlighed/csr/CSR-rapporter-PDF/Corporate_Social_Responsibility_2021.pdf,2021
Renesas Electronics Corporation,https://www.renesas.com/tw/en/about/company/sustainability/environmental-data,2021
Restaurant Brands International Inc.,https://s26.q4cdn.com/317237604/files/doc_downloads/2022/08/2021-CDP-Climate-Questionnaire-Responses.pdf,2021
"Ricoh Co., Ltd.",https://www.ricoh.com/-/Media/Ricoh/Sites/com/sustainability/databook/pdf/esg_databook_2021.pdf,2021
Rolls-Royce plc,https://www.rolls-royce.com/~/media/Files/R/Rolls-Royce/documents/annual-report/2020/2020-full-annual-report.pdf,2020
RWE AG,https://www.rwe.com/-/media/RWE/documents/09-verantwortung-nachhaltigkeit/cr-berichte/EN/cr-report-2021.pdf,2021
Sage,https://www.sage.com/en-gb/-/media/files/investors/documents/pdf/downloads/sage-sustainability-report-2021.pdf,2021
Saint-Gobain,https://www.saint-gobain.com/sites/saint-gobain.com/files/media/document/SGO_URD_2021_EN_220330_MEL.pdf,2021
"Salesforce.com, Inc",https://stakeholderimpactreport.salesforce.com/pdf/FY22-SIR.pdf,2021
Salling Group A/S,https://projectsunshineprod.blob.core.windows.net/media/3118/sustainability-report-2021.pdf,2021
SANOFI,https://www.sanofi.com/dam/jcr:62c6a334-3b22-4cf1-8764-5e8791455a19/Declaration-of-Extra-Financial-Performance.pdf,2021
SAP,https://www.sap.com/docs/download/integrated-reports/2021/sap-2021-5-year-summary.xlsx,2021
Saudi Telecom Company,https://sustainability.stc.com.sa/cdn/upload_001234567892.pdf,2021
Scania,https://www.scania.com/content/dam/group/investor-relations/annual-review/download-full-report/scania-annual-and-sustainability-report-2021-final.pdf,2021
Schindler Group,https://group.schindler.com/content/dam/website/group/docs/responsibility/schindler-corporate-responsibility-report-2021.pdf/_jcr_content/renditions/original./schindler-corporate-responsibility-report-2021.pdf,2021
Schneider Electric,https://www.se.com/ww/en/assets/564/document/322964/sustainability-report-2021.pdf,2021
"SECOM Co., Ltd.",https://www.secom.co.jp/english/csr/download/pdf/ESG_Data_Environment_2021.pdf,2020
"Sekisui House, Ltd.",https://www.sekisuihouse.co.jp/library/english/company/sustainable/2021/2021_all.pdf,2021
ServiceNow Inc.,https://www.servicenow.com/content/dam/servicenow-assets/public/en-us/doc-type/other-document/servicenow-global-impact-report-2022.pdf,2021
Severn Trent,https://www.severntrent.com/content/dam/stw-plc/investors-02/capital-markets-day/tcfd-report.pdf,2021
SGS SA,https://www.sgs.com/-/media/sgscorp/documents/corporate/reports-and-presentations/2020s/2021/sgs-2021-corporate-sustainability-report.cdn.en.2..cdn.en.2.ashx,2021
Siemens,https://assets.new.siemens.com/siemens/assets/api/uuid:4806da09-01c7-40b1-af91-99af4b726653/sustainability2021-en.pdf,2021
Signify,https://www.signify.com/static/2021/signify-annual-report-2021.pdf,2021
Smiths Group PLC,https://www.smiths.com/-/media/files/smiths-group-plc-responsible-business-report-2021.pdf,2021
Snap Inc.,https://storage.googleapis.com/snap-inc/citizen-snap/2022_CitizenSnap_Report.pdf?lang=en-US,2021
Södra Skogsägarna ekonomisk förening,https://www.sodra.com/_download/sp/ars--och-hallbarhetsredovisning-2021,2021
Sony Corporation,https://www.sony.com/en/SonyInfo/csr/library/reports/SustainabilityReport2022_E.pdf,2021
Sopra Steria Group,https://www.soprasteria.com/docs/librariesprovider2/sopra-steria-corporate/finance/rapports-financiers/sop2021_urd_en_mel_210317_tr.pdf?sfvrsn=2075c2dc_14,2021
SPIE,https://lib.spie.com/media/b401733b-3ffa-40a1-9661-93a1be4d142d#v=Version1&l=en&lc=1,2021
Spotify,https://www.lifeatspotify.com/reports/Spotify-Equity-Impact-Report-2021.pdf,2021
SSAB,https://www.ssab.com/-/media/Files/Company/Investors/Annual-reports/2021/SSAB_Annual_Report_2021_EN.pdf?m=20220316083802,2021
SSE Plc,https://www.sse.com/media/4hknsfj1/sse-sustainability-data-tables-2022-v1-1.xlsx,2021
ST Microelectronics NV,https://www.st.com/content/ccc/resource/corporate/financial/quarterly_report/group0/61/f4/ee/d4/92/df/43/55/ST_Sustainability_report_2022/files/STMicroelectronics-Sustainability-Report-2022-small.pdf/_jcr_content/translations/en.STMicroelectronics-Sustainability-Report-2022-small.pdf,2021
Stanley Black and Decker,https://www.stanleyblackanddecker.com/sites/stanleyblackanddecker.com/files/2021_esg_report.pdf,2021
Stantec Inc.,https://www.stantec.com/en/about/sustainability/2021-sustainability-report,2021
Starbucks Corporation,https://stories.starbucks.com/uploads/2022/04/Starbucks-2021-Global-Environmental-and-Social-Impact-Report-1.pdf,2021
Steelcase Inc.,https://www.steelcase.com/content/uploads/2021/09/Steelcase-Impact-Report-and-GRI-2021.pdf,2021
Stora Enso,https://www.storaenso.com/-/media/documents/download-center/documents/annual-reports/2021/storaenso_annual_report_2021.ashx,2021
Storskogen Group,https://www.storskogen.com/files/document/reports/2021/Storskogen_Annual_Report_2021.pdf,2021
"Sumitomo Forestry Co., Ltd",https://sfc.jp/information/ir/library/annual/pdf/ar2022eng.pdf,2021
Suntory Beverage & Food Limited,https://www.suntory.com/softdrink/company/sustainability/data.html,2021
Suntory Holdings Limited,https://www.suntory.com/csr/data/report/pdf/suntory_csr_EN_2021.pdf,2020
Suzano S/A,https://stszprdscentind.blob.core.windows.net/site/documents/CDP%20Climate%20Change%202022.pdf,2021
Sweco,https://www.swecogroup.com/wp-content/uploads/sites/2/2022/03/Sweco-2021-sustainability-report.pdf,2021
Swisscom,https://reports.swisscom.ch/download/2021/en/swisscom_klimabericht_2021_en.pdf,2021
Symrise,https://www.symrise.com/sustainability/reports-policies-standards-audits/#our-corporate-reports,2021
Takeda Pharmaceutical Company Limited,https://www.takeda.com/49f45f/siteassets/system/corporate-responsibility/reporting-on-sustainability/tcfd.pdf,2021
"Tapestry, Inc.",https://tapestry.gcs-web.com/static-files/81060675-163a-4273-9d56-e2bcd80a2527,2021
Target Corporation,https://corporate.target.com/_media/TargetCorp/Sustainability-ESG/PDF/2021_Target_Corporate-Responsibility-Report.pdf,2020
Tech Mahindra Ltd,https://insights.techmahindra.com/investors/annual-report-20-21.pdf,2021
TEIJIN LIMITED,https://ssl4.eir-parts.net/doc/3401/ir_material_for_fiscal_ym14/106428/00.pdf,2020
Telenor Group,https://www.telenor.com/binaries/investors/reports-and-information/annual/annual-report-2021/Telenor%20Annual%20Report%202021.pdf,2021
Telia,https://www.teliacompany.com/globalassets/telia-company/documents/reports/2021/annual/telia-company-annual-and-sustainability-report-2021_1103.pdf,2021
Tesla Inc.,https://www.tesla.com/ns_videos/2021-tesla-impact-report.pdf,2021
The Clorox Company,https://s21.q4cdn.com/507168367/files/doc_financials/2021/ar/Clorox-2021-Integrated-Report_Full-Report-update.pdf,2020
Thermo Fisher Scientific Inc.,https://corporate.thermofisher.com/content/dam/tfcorpsite/documents/corporate-social-responsibility/2021%20CSR%20Report%20Thermo%20Fisher%20Scientific.pdf,2021
"Thor Industries, Inc.",https://thor-website.cdn.prismic.io/thor-website/d84f2314-5a36-4ad5-8ecf-a3eb5386f9f6_2021+ESG+Report+Final+reduced+size.pdf,2021
TietoEVRY,https://www.tietoevry.com/en/SysSiteAssets/files/sustainability/tietoevry2021_sustainability_report.pdf,2021
Tiffany & Co.,https://media.tiffany.com/is/content/Tiffany/FY2020_Sustainability_Performance_and_Metrics,2020
TK Elevator GmbH,https://www.tkelevator.com/media/baet/publications/tk_elevator_sustainability_report_2020_21.pdf,2021
Tokyu Fudosan Holdings Corporation,https://tokyu-fudosan-hd-csr.disclosure.site/en/themes/25#194,2021
TPG Telecom Limited,https://www.tpgtelecom.com.au/sites/default/files/asx-announcements/Sustainability%20Report%202021.pdf,2021
Uber,https://uber.app.box.com/s/7otjaxo7978mio4x59kqovh47doppg4w?uclick_id=d9f35e52-1154-4eac-b515-573f5992fd04,2021
Ubisoft Entertainment,https://downloads.ctfassets.net/8aefmxkxpxwl/44Uv9g0KnmBI5KlAghiJh/cdb36cc23a9930832acd8ecbb4dcbe61/UBISOFT_DEU_21-22_MEL_INTERACTIF_UK_160622.pdf,2021
Unilever,https://www.unilever.com/files/92ui5egz/production/e582e46a7f7170fd10be32cf65113b738f19f0c2.pdf,2021
"United Airlines, Inc.",http://crreport.united.com/data/environment,2021
United Utilities Group PLC,https://unitedutilities.annualreport2022.com/media/0p2jagga/30900-united-utilities-ar2022-client-pfp-070622.pdf,2021
UPM-Kymmene Corporation,https://www.upm.com/siteassets/documents/responsibility/1-fundamentals/upm-2021-ghg-inventory-scope-3.pdf,2021
Vattenfall AB,https://group.vattenfall.com/siteassets/corporate/investors/annual-reports/2021/vattenfall-annual-and-sustainability-report2021.pdf,2021
Veolia Environnement S.A.,https://www.veolia.com/sites/g/files/dvc4206/files/document/2022/06/integrated-report-2021-veolia-ecological-transformation.pdf,2021
Vestas Wind Systems A/S,https://www.vestas.com/content/dam/vestas-com/global/en/investor/reports-and-presentations/financial/2021/Sustainability_Report_2021.pdf.coredownload.inline.pdf,2021
VF Corporation,https://www.vfc.com/responsibility/planet/climate,2021
Virgin Group,https://www.virgin.com/doc/Virgin-Holdings-Limited-2020-Financial-Statements.pdf,2020
Visa Inc.,https://usa.visa.com/content/dam/VCOM/regional/na/us/about-visa/documents/2021-environmental-social-and-report.pdf,2021
VISTEON CORPORATION,https://www.visteon.com/wp-content/uploads/2022/06/Visteon-CSR-2022-FINAL-15-June-2022.pdf,2021
Vistra Corp.,https://vistra.app.box.com/s/a13qa93pu1jt5mffw0yo00viziizsdey,2021
Vistry Group,https://www.vistrygroup.co.uk/sites/vistrygroup/files/Vistry/annual-report-new/annual-report-2021year.pdf,2021
Vivendi SE,https://www.vivendi.com/wp-content/uploads/2022/04/20220404_VIV_Rapport-annuel-2021_VA.pdf,2021
Vodafone Group PLC,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Finvestors.vodafone.com%2Fsites%2Fvodafone-ir%2Ffiles%2F2022-05%2Fvodafone-esg-addendum-2022-v2.xlsx&wdOrigin=BROWSELINK,2021
Volvo Cars,https://vp272.alertir.com/afw/files/press/volvocar/202204044874-1.pdf,2021
Wacker Chemie AG,https://reports.wacker.com/2020/sustainability-report/production-safety/emissions/air.html,2020
Walmart Inc.,https://corporate.walmart.com/esgreport/media-library/document/walmart-fy2022-esg-summary/_proxyDocument?id=00000182-21ec-d591-afe2-2bfcb4df0000,2020
Wipro,https://www.wipro.com/content/dam/nexus/en/investor/annual-reports/2021-2022/wipro-esg-dashboard-fy-2021-22.pdf,2021
Workday,https://www.workday.com/content/dam/web/en-us/documents/other/workday-2021-global-impact-report.pdf,2021
WSP Global Inc.,https://www.wsp.com/-/media/campaign/global/document/esg/reports/2021/gl-cc-2021-esg-report-eng.pdf,2021
Xerox Corporation,https://www.xerox.com/downloads/usa/en/c/corporate-social-responsibility-progress-summary.pdf,2021
Xylem Inc.,https://www.xylem.com/siteassets/sustainability/2021/xylem-sustainability-report-2021.pdf,2021
"Yum China Holdings, Inc.",http://www.yumchina.com/pdf/Yum%20China%20TCFD%20Report-%20Final.pdf,2021
Żabka Polska Sp. z o. o.,https://cdn-zabkagroup.azureedge.net/wp-content/uploads/2022/06/Raport-Odpowiedzialnosci-2021.pdf,2021
ZF Friedrichshafen AG,https://www.zf.com/master/media/en/corporate/m_zf_com/company/bonds_relations_/financial_reports/annual_report/2021_2/ZF_Annual-Report_2021.pdf#page=38,2021
